molecule_chembl_id,smiles,scaffold,IC50,std_units,pIC50,alogp,hba,hbd,full_mwt,num_ro5_violations,psa,heavy_atoms,document_chembl_id,framework,scaffold_idx
CHEMBL4163329,COc1cc2c(NC3CCNCC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,137.0,nM,6.863279432843593,4.84,7,2,464.61,0,71.79,34,CHEMBL4130634,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,0
CHEMBL4206035,COc1cc2c(NC3CC4(CCN(C)CC4)C3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2cc(NC3CC4(CCNCC4)C3)c3ccc(OCCCN4CCCC4)cc3n2)c1,140.0,nM,6.853871964321762,5.96,7,1,518.7,2,63.0,38,CHEMBL4190398,c1coc(-c2cc(NC3CC4(CCNCC4)C3)c3ccc(OCCCN4CCCC4)cc3n2)c1,25
CHEMBL4588797,N#Cc1cn([C@@H]2O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]2O)c2ncnc(N)c12,c1ncc2ccn([C@H]3CCCO3)c2n1,150.0,nM,6.823908740944319,-0.96,11,5,408.44,1,193.53,28,CHEMBL4477246,c1ncc2ccn(C3CCCO3)c2n1,5
CHEMBL4856184,COc1cc2c(NCC3CCN(Cc4ccc(C(=O)NO)cc4)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1ccc(CN2CCC(CNc3cc(-c4ccco4)nc4cc(OCCCN5CCCC5)ccc34)CC2)cc1,167.0,nM,6.777283528852417,6.12,9,3,627.79,2,112.33,46,CHEMBL4834403,c1ccc(CN2CCC(CNc3cc(-c4ccco4)nc4cc(OCCCN5CCCC5)ccc34)CC2)cc1,103
CHEMBL4216593,COc1cc2c(NC3CC4(CCN(C(C)C)CC4)C3)cc(-c3ccc(C)o3)nc2cc1OC1CC2(C1)CN(C)C2,c1coc(-c2cc(NC3CC4(CCNCC4)C3)c3ccc(OC4CC5(CNC5)C4)cc3n2)c1,187.0,nM,6.7281583934635005,6.35,7,1,544.74,2,63.0,40,CHEMBL4190398,c1coc(-c2cc(NC3CC4(CCNCC4)C3)c3ccc(OC4CC5(CNC5)C4)cc3n2)c1,23
CHEMBL4213346,COc1cc2c(NC3CC4(CCN(C)CC4)C3)cc(-c3ccc(C)o3)nc2cc1OCC1CCN(C)CC1,c1coc(-c2cc(NC3CC4(CCNCC4)C3)c3ccc(OCC4CCNCC4)cc3n2)c1,200.0,nM,6.698970004336019,5.82,7,1,518.7,2,63.0,38,CHEMBL4190398,c1coc(-c2cc(NC3CC4(CCNCC4)C3)c3ccc(OCC4CCNCC4)cc3n2)c1,102
CHEMBL4216144,COc1cc2c(NC3CC4(CCN(C)C4)C3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2cc(NC3CC4(CCNC4)C3)c3ccc(OCCCN4CCCC4)cc3n2)c1,201.0,nM,6.696803942579511,5.57,7,1,504.68,2,63.0,37,CHEMBL4190398,c1coc(-c2cc(NC3CC4(CCNC4)C3)c3ccc(OCCCN4CCCC4)cc3n2)c1,101
CHEMBL4203647,COc1cc2c(NCC3CCN(C(C)C)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2cc(NCC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,205.0,nM,6.688246138944246,6.21,7,1,520.72,2,63.0,38,CHEMBL4190398,c1coc(-c2cc(NCC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,3
CHEMBL4204482,COc1cc2c(NC3CC4(CCN(C(C)C)CC4)C3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2cc(NC3CC4(CCNCC4)C3)c3ccc(OCCCN4CCCC4)cc3n2)c1,211.0,nM,6.675717544702307,6.74,7,1,546.76,2,63.0,40,CHEMBL4190398,c1coc(-c2cc(NC3CC4(CCNCC4)C3)c3ccc(OCCCN4CCCC4)cc3n2)c1,25
CHEMBL4205136,CCc1ccc(-c2cc(NC3CCN(C)CC3)c3cc(OC)c(OCCCN4CCC5(CC5)C4)cc3n2)o1,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCC5(CC5)C4)cc3n2)c1,212.0,nM,6.673664139071248,5.83,7,1,518.7,2,63.0,38,CHEMBL4190398,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCC5(CC5)C4)cc3n2)c1,100
CHEMBL4203933,CCc1ccc(-c2cc(NC3CCC34CCN(C)CC4)c3cc(OC)c(OCCCN4CCCC4)cc3n2)o1,c1coc(-c2cc(NC3CCC34CCNCC4)c3ccc(OCCCN4CCCC4)cc3n2)c1,220.0,nM,6.657577319177793,6.22,7,1,532.73,2,63.0,39,CHEMBL4190398,c1coc(-c2cc(NC3CCC34CCNCC4)c3ccc(OCCCN4CCCC4)cc3n2)c1,28
CHEMBL4159597,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccc(C)s3)nc2cc1OCCCN1CCCC1,c1csc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,230.0,nM,6.638272163982407,5.65,7,1,494.71,1,49.86,35,CHEMBL4130634,c1csc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,99
CHEMBL4171233,COc1cc2c(NC3CCN(C(C)C)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,231.0,nM,6.636388020107855,5.96,7,1,506.69,2,63.0,37,CHEMBL4130634,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,0
CHEMBL4170225,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccc(C)[nH]3)nc2cc1OCCCN1CCCC1,c1c[nH]c(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,232.0,nM,6.634512015109101,4.92,6,2,477.65,0,65.65,35,CHEMBL4130634,c1c[nH]c(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,98
CHEMBL4205373,COc1cc2c(NC3CC4CCC(C3)N4C)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2cc(NC3CC4CCC(C3)N4)c3ccc(OCCCN4CCCC4)cc3n2)c1,234.0,nM,6.630784142589857,5.71,7,1,504.68,2,63.0,37,CHEMBL4190398,c1coc(-c2cc(NC3CC4CCC(C3)N4)c3ccc(OCCCN4CCCC4)cc3n2)c1,97
CHEMBL4160008,CCc1ccc(-c2cc(NC3CCN(C)CC3)c3cc(OC)c(OCCCN4CCCC4)cc3n2)o1,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,234.0,nM,6.630784142589857,5.44,7,1,492.66,1,63.0,36,CHEMBL4130634,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,0
CHEMBL4207331,COc1cc2c(NC3C4CCC3CN(C)C4)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2cc(NC3C4CCC3CNC4)c3ccc(OCCCN4CCCC4)cc3n2)c1,235.0,nM,6.628932137728263,5.43,7,1,504.68,2,63.0,37,CHEMBL4190398,c1coc(-c2cc(NC3C4CCC3CNC4)c3ccc(OCCCN4CCCC4)cc3n2)c1,96
CHEMBL4210033,CCc1ccc(-c2cc(NC3CCN(C)CC3)c3cc(OC)c(OCCCN4CCCCC4)cc3n2)o1,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCCC4)cc3n2)c1,247.0,nM,6.607303046740334,5.83,7,1,506.69,2,63.0,37,CHEMBL4190398,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCCC4)cc3n2)c1,95
CHEMBL4204903,COc1cc2c(NC3CC4(CCN(C)CC4)C3)cc(-c3ccc(C)o3)nc2cc1OC1CC2(C1)CN(C)C2,c1coc(-c2cc(NC3CC4(CCNCC4)C3)c3ccc(OC4CC5(CNC5)C4)cc3n2)c1,250.0,nM,6.6020599913279625,5.57,7,1,516.69,2,63.0,38,CHEMBL4190398,c1coc(-c2cc(NC3CC4(CCNCC4)C3)c3ccc(OC4CC5(CNC5)C4)cc3n2)c1,23
CHEMBL4216663,COc1cc2c(NCC3C4CCC3CN(C)C4)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2cc(NCC3C4CCC3CNC4)c3ccc(OCCCN4CCCC4)cc3n2)c1,261.0,nM,6.583359492661719,5.68,7,1,518.7,2,63.0,38,CHEMBL4190398,c1coc(-c2cc(NCC3C4CCC3CNC4)c3ccc(OCCCN4CCCC4)cc3n2)c1,29
CHEMBL4870578,COc1cc2nc(-c3ccc(C)o3)cc(NCC3CCN(Cc4ccc(C(=O)NO)cc4)CC3)c2cc1OC,c1ccc(CN2CCC(CNc3cc(-c4ccco4)nc4ccccc34)CC2)cc1,267.0,nM,6.573488738635424,5.26,8,3,530.63,2,109.09,39,CHEMBL4834403,c1ccc(CN2CCC(CNc3cc(-c4ccco4)nc4ccccc34)CC2)cc1,94
CHEMBL4176464,CCc1ccc(-c2cc(NC3CCN(C4CC4)CC3)c3cc(OC)c(OCCCN4CCCC4)cc3n2)o1,c1coc(-c2cc(NC3CCN(C4CC4)CC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,274.0,nM,6.562249437179612,5.97,7,1,518.7,2,63.0,38,CHEMBL4130634,c1coc(-c2cc(NC3CCN(C4CC4)CC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,14
CHEMBL4173626,CCc1ccc(-c2cc(NC3CCN(C(C)C)CC3)c3cc(OC)c(OCCCN4CCCC4)cc3n2)o1,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,284.0,nM,6.546681659952963,6.22,7,1,520.72,2,63.0,38,CHEMBL4130634,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,0
CHEMBL4212218,COc1cc2c(NC3CCC34CCN(C)C4)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2cc(NC3CCC34CCNC4)c3ccc(OCCCN4CCCC4)cc3n2)c1,290.0,nM,6.537602002101044,5.57,7,1,504.68,2,63.0,37,CHEMBL4190398,c1coc(-c2cc(NC3CCC34CCNC4)c3ccc(OCCCN4CCCC4)cc3n2)c1,92
CHEMBL4217332,COc1cc2c(NC3CCN(C)C(=O)C3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,O=C1CC(Nc2cc(-c3ccco3)nc3cc(OCCCN4CCCC4)ccc23)CCN1,297.0,nM,6.527243550682788,4.71,7,1,492.62,0,80.07,36,CHEMBL4190398,O=C1CC(Nc2cc(-c3ccco3)nc3cc(OCCCN4CCCC4)ccc23)CCN1,80
CHEMBL4215377,Cc1ccc(-c2cc(NC3CCN(C)CC3)c3cc(Cl)c(OCCCN4CCCC4)cc3n2)o1,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,298.0,nM,6.525783735923745,5.83,6,1,483.06,1,53.77,34,CHEMBL4190398,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,0
CHEMBL4854447,COc1cc2c(NC3CCN(Cc4ccc(C(=O)NO)cc4)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1ccc(CN2CCC(Nc3cc(-c4ccco4)nc4cc(OCCCN5CCCC5)ccc34)CC2)cc1,318.0,nM,6.497572880015568,5.87,9,3,613.76,2,112.33,45,CHEMBL4834403,c1ccc(CN2CCC(Nc3cc(-c4ccco4)nc4cc(OCCCN5CCCC5)ccc34)CC2)cc1,91
CHEMBL4869419,COc1cc2nc(-c3ccc(C)o3)cc(NCC3CCN(Cc4ccc(C(=O)NO)s4)CC3)c2cc1OC,c1coc(-c2cc(NCC3CCN(Cc4cccs4)CC3)c3ccccc3n2)c1,323.0,nM,6.490797477668897,5.33,9,3,536.65,2,109.09,38,CHEMBL4834403,c1coc(-c2cc(NCC3CCN(Cc4cccs4)CC3)c3ccccc3n2)c1,90
CHEMBL4170114,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,382.0,nM,6.417936637088291,5.18,7,1,478.64,1,63.0,35,CHEMBL4130634,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,0
CHEMBL4162911,COc1cc2c(NC3CCN(C4CC4)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2cc(NC3CCN(C4CC4)CC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,413.0,nM,6.384049948343598,5.72,7,1,504.68,2,63.0,37,CHEMBL4130634,c1coc(-c2cc(NC3CCN(C4CC4)CC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,14
CHEMBL4203655,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccc(C)o3)nc2cc1OC1CCNCC1,c1coc(-c2cc(NC3CCNCC3)c3ccc(OC4CCNCC4)cc3n2)c1,414.0,nM,6.3829996588791005,4.45,7,2,450.58,0,71.79,33,CHEMBL4190398,c1coc(-c2cc(NC3CCNCC3)c3ccc(OC4CCNCC4)cc3n2)c1,89
CHEMBL4873711,COc1cc2c(NCC3CCN(c4ccc(C(=O)NO)cc4)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1ccc(N2CCC(CNc3cc(-c4ccco4)nc4cc(OCCCN5CCCC5)ccc34)CC2)cc1,417.0,nM,6.379863945026242,6.12,9,3,613.76,2,112.33,45,CHEMBL4834403,c1ccc(N2CCC(CNc3cc(-c4ccco4)nc4cc(OCCCN5CCCC5)ccc34)CC2)cc1,88
CHEMBL4207526,CCc1ccc(-c2cc(NC3CCN(C)CC3)c3cc(OC)c(OCCCN(C)C)cc3n2)o1,c1coc(-c2cc(NC3CCNCC3)c3ccccc3n2)c1,425.0,nM,6.371611069949688,4.9,7,1,466.63,0,63.0,34,CHEMBL4190398,c1coc(-c2cc(NC3CCNCC3)c3ccccc3n2)c1,9
CHEMBL4212380,CCc1ccc(-c2cc(NC3CCN(C)CC3)c3cc(OC)c(OCCCN4CCOCC4)cc3n2)o1,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCOCC4)cc3n2)c1,446.0,nM,6.350665141287858,4.67,8,1,508.66,1,72.23,37,CHEMBL4190398,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCOCC4)cc3n2)c1,87
CHEMBL4208425,COc1cc2c(NCC3CCN(C)CC3)cc(-c3ccc(C)o3)nc2cc1OC1CC2(C1)CN(C)C2,c1coc(-c2cc(NCC3CCNCC3)c3ccc(OC4CC5(CNC5)C4)cc3n2)c1,475.0,nM,6.323306390375134,5.04,7,1,490.65,1,63.0,36,CHEMBL4190398,c1coc(-c2cc(NCC3CCNCC3)c3ccc(OC4CC5(CNC5)C4)cc3n2)c1,86
CHEMBL4210910,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccc(C)o3)nc2cc1OC1CC2(C1)CN(C1CC1)C2,c1coc(-c2cc(NC3CCNCC3)c3ccc(OC4CC5(C4)CN(C4CC4)C5)cc3n2)c1,494.0,nM,6.306273051076353,5.32,7,1,502.66,2,63.0,37,CHEMBL4190398,c1coc(-c2cc(NC3CCNCC3)c3ccc(OC4CC5(C4)CN(C4CC4)C5)cc3n2)c1,85
CHEMBL4173668,COc1cc2c(NC3CCN(C)CC3)cc(C3=CCCCC3)nc2cc1OCCCN1CCCC1,C1=C(c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)CCCC1,494.0,nM,6.306273051076353,5.57,6,1,478.68,1,49.86,35,CHEMBL4130634,C1=C(c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)CCCC1,84
CHEMBL4159604,COc1cc2c(NC3CCN(C)CC3)cc(C3CCCCC3)nc2cc1OCCCN1CCCC1,c1cc2c(NC3CCNCC3)cc(C3CCCCC3)nc2cc1OCCCN1CCCC1,497.0,nM,6.303643611266668,5.66,6,1,480.7,1,49.86,35,CHEMBL4130634,c1cc2c(NC3CCNCC3)cc(C3CCCCC3)nc2cc1OCCCN1CCCC1,12
CHEMBL297453,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,O=C(O[C@@H]1Cc2ccccc2O[C@@H]1c1ccccc1)c1ccccc1,500.0,nM,6.301029995663981,2.23,11,8,458.38,2,197.37,33,CHEMBL3414469,O=C(OC1Cc2ccccc2OC1c1ccccc1)c1ccccc1,83
CHEMBL4209267,COc1cc2c(NC3C4CCC3CN(C)C4)cc(-c3ccc(C)o3)nc2cc1OC1CC2(C1)CN(C)C2,c1coc(-c2cc(NC3C4CCC3CNC4)c3ccc(OC4CC5(CNC5)C4)cc3n2)c1,501.0,nM,6.300162274132754,5.04,7,1,502.66,2,63.0,37,CHEMBL4190398,c1coc(-c2cc(NC3C4CCC3CNC4)c3ccc(OC4CC5(CNC5)C4)cc3n2)c1,82
CHEMBL4850606,COc1cc2c(NCC3CCC(C(=O)NO)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2cc(NCC3CCCCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,531.0,nM,6.274905478918531,5.4,8,3,536.67,2,109.09,39,CHEMBL4834403,c1coc(-c2cc(NCC3CCCCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,81
CHEMBL4874514,COc1cc2nc(-c3ccc(C)o3)cc(NCC3CCN(C4CC(C(=O)NO)C4)CC3)c2cc1OC,c1coc(-c2cc(NCC3CCN(C4CCC4)CC3)c3ccccc3n2)c1,540.0,nM,6.267606240177031,4.23,8,3,494.59,0,109.09,36,CHEMBL4834403,c1coc(-c2cc(NCC3CCN(C4CCC4)CC3)c3ccccc3n2)c1,105
CHEMBL4865830,COc1cc2c(NCC3CCN(c4ncc(C(=O)NO)cn4)CC3)cc(C)nc2cc1OCCCN1CCCC1,c1cnc(N2CCC(CNc3ccnc4cc(OCCCN5CCCC5)ccc34)CC2)nc1,555.0,nM,6.255707016877324,3.65,10,3,549.68,1,124.97,40,CHEMBL4834403,c1cnc(N2CCC(CNc3ccnc4cc(OCCCN5CCCC5)ccc34)CC2)nc1,93
CHEMBL4872782,COc1cc2c(NCC3CCN(C4CCC(C(=O)NO)CC4)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2cc(NCC3CCN(C4CCCCC4)CC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,566.0,nM,6.247183568811728,5.86,9,3,619.81,2,112.33,45,CHEMBL4834403,c1coc(-c2cc(NCC3CCN(C4CCCCC4)CC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,106
CHEMBL4175132,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccccc3C)nc2cc1OCCCN1CCCC1,c1ccc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)cc1,582.0,nM,6.235077015350111,5.59,6,1,488.68,1,49.86,36,CHEMBL4130634,c1ccc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)cc1,15
CHEMBL4203186,Cc1ccc(-c2cc(NC3CCN(C)CC3)c3cc(C#N)c(OCCCN4CCCC4)cc3n2)o1,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,588.0,nM,6.230622673923861,5.05,7,1,473.62,1,77.56,35,CHEMBL4190398,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,0
CHEMBL4159955,CCNCc1ccc(-c2cc(NC3CCN(C)CC3)c3cc(OC)c(OCCCN4CCCC4)cc3n2)o1,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,618.0,nM,6.209011524911184,4.98,8,2,521.71,1,75.03,38,CHEMBL4130634,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,0
CHEMBL4162206,COc1cc2c(NC3CCN(C(C)C)CC3)cc(C3CCCCC3)nc2cc1OCCCN1CCCC1,c1cc2c(NC3CCNCC3)cc(C3CCCCC3)nc2cc1OCCCN1CCCC1,619.0,nM,6.2083093509798815,6.44,6,1,508.75,2,49.86,37,CHEMBL4130634,c1cc2c(NC3CCNCC3)cc(C3CCCCC3)nc2cc1OCCCN1CCCC1,12
CHEMBL4217747,COc1cc2c(NCc3ccccc3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1ccc(CNc2cc(-c3ccco3)nc3cc(OCCCN4CCCC4)ccc23)cc1,624.0,nM,6.204815410317575,6.29,6,1,471.6,1,59.76,35,CHEMBL4190398,c1ccc(CNc2cc(-c3ccco3)nc3cc(OCCCN4CCCC4)ccc23)cc1,16
CHEMBL4210432,Cc1ccc(-c2cc(NC3CCN(C)CC3)c3cc(O)c(OCCCN4CCCC4)cc3n2)o1,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,645.0,nM,6.1904402853647325,4.88,7,2,464.61,0,74.0,34,CHEMBL4190398,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,0
CHEMBL4855710,COc1cc2c(NC3CCN(c4ccc(C(=O)NO)cc4)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1ccc(N2CCC(Nc3cc(-c4ccco4)nc4cc(OCCCN5CCCC5)ccc34)CC2)cc1,691.0,nM,6.1605219526258015,5.88,9,3,599.73,2,112.33,44,CHEMBL4834403,c1ccc(N2CCC(Nc3cc(-c4ccco4)nc4cc(OCCCN5CCCC5)ccc34)CC2)cc1,121
CHEMBL4208522,COc1cc2c(NC(C)(C)C3CCN(C)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,c1coc(-c2cc(NCC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,722.0,nM,6.141462802430361,6.21,7,1,520.72,2,63.0,38,CHEMBL4190398,c1coc(-c2cc(NCC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,3
CHEMBL4202651,COc1cc2nc(-c3ccc(C)o3)cc(NC3CCN(C)CC3)c2cc1OC,c1coc(-c2cc(NC3CCNCC3)c3ccccc3n2)c1,750.0,nM,6.1249387366083,4.33,6,1,381.48,0,59.76,28,CHEMBL4190398,c1coc(-c2cc(NC3CCNCC3)c3ccccc3n2)c1,9
